JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas
76.0,LANCET INFECTIOUS DISEASES,2024.0,LANCET INFECT DIS,ELSEVIER SCI LTD,1473-3099,1474-4457,39986.0,120.0,142.0,5.3,4.7,31.0,26.9,30.4,7.53,Q1,1/137,lancet infectious diseases,Lancet Infect. Dis.,,,,,
77.0,Cell Metabolism,2024.0,CELL METAB,CELL PRESS,1550-4131,1932-7420,62544.0,118.0,148.0,7.1,7.6,30.9,33.4,30.4,5.71,Q1,3/191,cell metabolism,Cell Metab.,11.406,Q1,345.0,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology"
78.0,Energy & Environmental Science,2024.0,ENERG ENVIRON SCI,ROYAL SOC CHEMISTRY,1754-5692,1754-5706,124260.0,630.0,708.0,5.5,3.9,30.8,35.1,29.6,4.49,Q1,2/374,energy and environmental science,Energy Environ. Sci.,10.935,Q1,436.0,"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Environmental Science
79.0,Annual Review of Condensed Matter Physics,2024.0,ANNU REV CONDEN MA P,ANNUAL REVIEWS,1947-5454,1947-5462,6123.0,0.0,15.0,6.7,10.7,30.7,28.7,30.7,1.39,Q1,2/79,annual review of condensed matter physics,Annu. Rev. Condens. Matter Phys.,9.821,Q1,87.0,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1),Materials Science; Physics and Astronomy
80.0,Annual Review of Fluid Mechanics,2024.0,ANNU REV FLUID MECH,ANNUAL REVIEWS,0066-4189,1545-4479,18806.0,0.0,23.0,15.7,13.9,30.2,32.6,30.0,3.02,Q1,1/171,annual review of fluid mechanics,Annu. Rev. Fluid Mech.,8.751,Q1,214.0,Condensed Matter Physics (Q1),Physics and Astronomy
81.0,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,2024.0,PHYS REP,ELSEVIER,0370-1573,1873-6270,37977.0,0.0,54.0,13.9,9.4,29.5,29.3,29.3,2.3,Q1,3/114,physics reports review section of physics letters,Phys. Rep.,,,,,
82.0,Annual Review of Psychology,2024.0,ANNU REV PSYCHOL,ANNUAL REVIEWS,0066-4308,1545-2085,29863.0,0.0,24.0,14.3,8.9,29.4,34.4,29.2,5.37,Q1,1/221,annual review of psychology,Annu. Rev. Psychol.,9.438,Q1,279.0,Psychology (miscellaneous) (Q1),Psychology
83.0,NATURE GENETICS,2024.0,NAT GENET,NATURE PORTFOLIO,1061-4036,1546-1718,109385.0,222.0,236.0,9.5,6.5,29.0,37.4,28.2,9.0,Q1,2/191,nature genetics,Nat. Genet.,17.3,Q1,639.0,Genetics (Q1),"Biochemistry, Genetics and Molecular Biology"
84.0,Physiological Reviews,2024.0,PHYSIOL REV,AMER PHYSIOLOGICAL SOC,0031-9333,1522-1210,38334.0,0.0,33.0,11.2,12.0,28.7,47.7,28.5,5.48,Q1,1/87,physiological reviews,Physiol. Rev.,10.821,Q1,388.0,Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
85.0,Nature Cancer,2024.0,NAT CANCER,NATURE PORTFOLIO,,2662-1347,10654.0,143.0,155.0,2.9,6.1,28.5,28.6,28.0,5.36,Q1,11/326,nature cancer,Nat. Cancer,11.9,Q1,61.0,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
86.0,ACM COMPUTING SURVEYS,2024.0,ACM COMPUT SURV,ASSOC COMPUTING MACHINERY,0360-0300,1557-7341,34623.0,253.0,318.0,3.6,5.7,28.0,26.3,27.6,7.8,Q1,1/147,acm computing surveys,ACM Comput. Surv.,6.28,Q1,213.0,Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics
87.0,NATURE IMMUNOLOGY,2024.0,NAT IMMUNOL,NATURE PORTFOLIO,1529-2908,1529-2916,56248.0,254.0,271.0,8.5,6.5,27.6,29.2,27.2,5.37,Q1,3/183,nature immunology,Nat. Immunol.,11.274,Q1,440.0,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine
87.0,Living Reviews in Solar Physics,2024.0,LIVING REV SOL PHYS,SPRINGER INT PUBL AG,2367-3648,1614-4961,2244.0,0.0,1.0,9.6,15.9,27.6,26.1,27.1,3.12,Q1,2/84,living reviews in solar physics,Living Rev. Sol. Phys.,7.472,Q1,68.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy
89.0,Science Robotics,2024.0,SCI ROBOT,AMER ASSOC ADVANCEMENT SCIENCE,2470-9476,2470-9476,14245.0,75.0,80.0,4.6,6.7,27.5,32.9,26.8,5.24,Q1,1/48,science robotics,Sci. Rob.,6.601,Q1,101.0,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1),Computer Science; Engineering; Mathematics
90.0,Nature Climate Change,2024.0,NAT CLIM CHANGE,NATURE PORTFOLIO,1758-678X,1758-6798,53557.0,217.0,236.0,6.7,5.6,27.1,32.9,26.7,5.83,Q1,1/191,nature climate change,Nat. Clim. Change,7.724,Q1,267.0,Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1),Environmental Science; Social Sciences
90.0,Nature Sustainability,2024.0,NAT SUSTAIN,NATURE PORTFOLIO,2398-9629,2398-9629,24660.0,190.0,210.0,4.1,5.4,27.1,32.8,26.8,5.2,Q1,1/191,nature sustainability,Nat. Sustainability,7.366,Q1,115.0,"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)",Agricultural and Biological Sciences; Energy; Environmental Science; Social Sciences
92.0,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,2024.0,INT J INFORM MANAGE,ELSEVIER SCI LTD,0268-4012,1873-4707,23587.0,67.0,68.0,4.6,5.6,27.0,23.0,25.7,6.63,Q1,1/166,international journal of information management,Int. J. Inf. Manage.,5.775,Q1,177.0,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
92.0,Wiley Interdisciplinary Reviews-Computational Molecular Science,2024.0,WIRES COMPUT MOL SCI,WILEY,1759-0876,1759-0884,12176.0,3.0,30.0,6.9,7.8,27.0,18.4,26.9,3.1,Q1,1/67,wiley interdisciplinary reviews computational molecular science,Wiley Interdiscip. Rev.: Comput. Mol. Sci.,3.473,Q1,105.0,Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1),"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Materials Science; Mathematics"
94.0,ADVANCED MATERIALS,2024.0,ADV MATER,WILEY-V C H VERLAG GMBH,0935-9648,1521-4095,459817.0,2822.0,3224.0,4.6,4.6,26.8,28.9,25.4,3.79,Q1,10/460,advanced materials,Adv. Mater.,9.191,Q1,640.0,Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1),Engineering; Materials Science
94.0,NEW ASTRONOMY REVIEWS,2024.0,NEW ASTRON REV,ELSEVIER SCI LTD,1387-6473,1872-9630,1642.0,9.0,14.0,8.9,7.3,26.8,13.7,26.7,3.02,Q1,3/84,new astronomy reviews,New Astron. Rev.,2.95,Q1,64.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy
94.0,MATERIALS SCIENCE & ENGINEERING R-REPORTS,2024.0,MAT SCI ENG R,ELSEVIER SCIENCE SA,0927-796X,1879-212X,11124.0,25.0,101.0,8.2,4.6,26.8,36.7,26.4,1.98,Q1,10/460,materials science and engineering r reports,Mater. Sci. Eng.: R: Rep.,6.822,Q1,172.0,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),Engineering; Materials Science; Physics and Astronomy
97.0,NATURE REVIEWS NEUROSCIENCE,2024.0,NAT REV NEUROSCI,NATURE PORTFOLIO,1471-003X,1471-0048,47681.0,2.0,49.0,12.2,8.7,26.7,36.7,26.5,4.08,Q1,1/314,nature reviews neuroscience,Nat. Rev. Neurosci.,7.86,Q1,474.0,Neuroscience (miscellaneous) (Q1),Neuroscience
98.0,Nature Biomedical Engineering,2024.0,NAT BIOMED ENG,NATURE PORTFOLIO,2157-846X,2157-846X,20416.0,129.0,133.0,3.8,6.5,26.6,30.4,26.3,5.36,Q1,2/124,nature biomedical engineering,Nat. Biomed. Eng.,7.951,Q1,116.0,Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Medicine"
99.0,ASTRONOMY AND ASTROPHYSICS REVIEW,2024.0,ASTRON ASTROPHYS REV,SPRINGER,0935-4956,1432-0754,3310.0,0.0,7.0,8.6,12.8,26.5,34.5,26.5,3.42,Q1,4/84,astronomy and astrophysics review,Astron. Astrophys. Rev.,9.664,Q1,78.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy
99.0,Annual Review of Plant Biology,2024.0,ANNU REV PLANT BIOL,ANNUAL REVIEWS,1543-5008,1545-2123,23852.0,0.0,29.0,14.4,8.3,26.5,30.5,26.3,2.75,Q1,1/273,annual review of plant biology,Annu. Rev. Plant Biol.,7.555,Q1,298.0,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
101.0,Immunity,2024.0,IMMUNITY,CELL PRESS,1074-7613,1097-4180,75218.0,142.0,169.0,8.2,7.4,26.3,33.2,25.7,5.1,Q1,4/183,immunity,Immunity,13.578,Q1,455.0,Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1),Immunology and Microbiology; Medicine
102.0,PROGRESS IN POLYMER SCIENCE,2024.0,PROG POLYM SCI,PERGAMON-ELSEVIER SCIENCE LTD,0079-6700,1873-1619,29638.0,0.0,45.0,10.2,6.2,26.1,31.6,25.8,2.17,Q1,1/94,progress in polymer science,Prog. Polym. Sci.,6.211,Q1,331.0,Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1),Chemistry; Materials Science; Physics and Astronomy
103.0,Advanced Energy Materials,2024.0,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,157278.0,1061.0,1204.0,4.3,4.1,26.0,26.8,24.9,3.51,Q1,5/182,advanced energy materials,Adv. Energy Mater.,8.748,Q1,319.0,"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Materials Science
104.0,PROCEEDINGS OF THE IEEE,2024.0,P IEEE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9219,1558-2256,44868.0,58.0,61.0,13.3,4.8,25.9,25.0,25.6,6.0,Q1,2/366,proceedings of the ieee,Proc. IEEE,6.085,Q1,325.0,Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering
104.0,CELL RESEARCH,2024.0,CELL RES,SPRINGERNATURE,1001-0602,1748-7838,29251.0,81.0,84.0,7.3,7.4,25.9,36.6,25.7,3.09,Q1,7/204,cell research,Cell Res.,9.506,Q1,216.0,Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology"
106.0,GUT,2024.0,GUT,BMJ PUBLISHING GROUP,0017-5749,1468-3288,62303.0,151.0,172.0,7.2,5.6,25.8,25.3,25.0,5.51,Q1,4/147,gut,Gut,8.052,Q1,348.0,Gastroenterology (Q1),Medicine
107.0,Innovation,2024.0,INNOVATION-AMSTERDAM,CELL PRESS,2666-6758,2666-6758,9272.0,50.0,58.0,3.2,4.7,25.7,40.2,24.6,5.02,Q1,4/135,innovation,Innovation,7.268,Q1,41.0,Multidisciplinary (Q1),Multidisciplinary
108.0,Foundations and Trends in Machine Learning,2024.0,FOUND TRENDS MACH LE,NOW PUBLISHERS INC,1935-8237,1935-8245,4667.0,6.0,6.0,6.7,7.8,25.4,89.0,25.2,11.13,Q1,1/204,foundations and trends in machine learning,Found. Trends Mach. Learn.,37.044,Q1,39.0,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science
109.0,EUROPEAN UROLOGY,2024.0,EUR UROL,ELSEVIER,0302-2838,1873-7560,36969.0,79.0,93.0,7.4,5.1,25.2,22.0,24.6,7.04,Q1,3/133,european urology,Eur. Urol.,6.928,Q1,261.0,Urology (Q1),Medicine
109.0,Lancet Public Health,2024.0,LANCET PUBLIC HEALTH,ELSEVIER SCI LTD,2468-2667,2468-2667,13242.0,81.0,89.0,3.9,5.1,25.2,29.8,24.9,6.6,Q1,3/419,lancet public health,Lancet Public Health,,,,,
111.0,Gastroenterology,2024.0,GASTROENTEROLOGY,W B SAUNDERS CO-ELSEVIER INC,0016-5085,1528-0012,89848.0,140.0,152.0,8.6,6.3,25.1,26.9,24.5,5.48,Q1,5/147,gastroenterology,Gastroenterology,7.362,Q1,466.0,Gastroenterology (Q1); Hepatology (Q1),Medicine
112.0,Advanced Powder Materials,2024.0,ADV POWDER MATER,KEAI PUBLISHING LTD,,2772-834X,2722.0,56.0,56.0,1.7,3.9,24.9,24.9,24.0,5.59,Q1,13/460,advanced powder materials,Adv. Powder Mater.,6.197,Q1,28.0,"Catalysis (Q1); Ceramics and Composites (Q1); Energy (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)",Chemical Engineering; Energy; Materials Science
112.0,Cancer Communications,2024.0,CANCER COMMUN,WILEY,,2523-3548,6881.0,30.0,49.0,3.4,5.8,24.9,22.2,24.6,3.67,Q1,12/326,cancer communications,Cancer Commun.,4.95,Q1,79.0,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
114.0,Lancet Psychiatry,2024.0,LANCET PSYCHIAT,ELSEVIER SCI LTD,2215-0374,,20482.0,61.0,74.0,5.1,5.6,24.8,33.0,24.2,7.2,Q1,2/288,lancet psychiatry,Lancet Psychiat.,,,,,
114.0,FUNGAL DIVERSITY,2024.0,FUNGAL DIVERS,SPRINGER,1560-2745,1878-9129,7387.0,16.0,17.0,8.0,11.3,24.8,28.3,22.1,6.54,Q1,1/32,fungal diversity,Fungal Diversity,6.787,Q1,123.0,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)",Agricultural and Biological Sciences; Environmental Science
116.0,Carbon Energy,2024.0,CARBON ENERGY,WILEY,,2637-9368,8843.0,134.0,180.0,2.4,4.7,24.2,23.0,22.7,2.55,Q1,14/460,carbon energy,Carbon Energy,5.202,Q1,53.0,"Energy (miscellaneous) (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Materials Science
117.0,Lancet Digital Health,2024.0,LANCET DIGIT HEALTH,ELSEVIER,,2589-7500,8495.0,71.0,77.0,3.1,4.0,24.1,27.6,23.8,4.49,Q1,1/48,lancet digital health,Lancet Digit. Health,,,,,
117.0,Molecular Plant,2024.0,MOL PLANT,CELL PRESS,1674-2052,1752-9867,27566.0,83.0,94.0,5.7,7.8,24.1,25.8,23.5,4.37,Q1,2/273,molecular plant,Mol. Plant,5.967,Q1,162.0,Molecular Biology (Q1); Plant Science (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
117.0,Nature Water,2024.0,NAT WATER,SPRINGERNATURE,,2731-6084,2619.0,99.0,111.0,1.4,5.7,24.1,24.1,23.4,4.19,Q1,1/131,nature water,Nat. Water,,,,,
120.0,Nature Machine Intelligence,2024.0,NAT MACH INTELL,NATURE PORTFOLIO,,2522-5839,15338.0,141.0,152.0,3.5,4.6,23.9,31.8,23.4,3.92,Q1,1/175,nature machine intelligence,Nat. Mach. Intell.,5.94,Q1,67.0,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science
121.0,Advances in Optics and Photonics,2024.0,ADV OPT PHOTONICS,Optica Publishing Group,1943-8206,,4926.0,7.0,11.0,7.1,5.6,23.8,31.5,23.6,3.37,Q1,3/125,advances in optics and photonics,Adv. Opt. Photonics,8.735,Q1,88.0,"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)",Environmental Science; Physics and Astronomy
121.0,EnergyChem,2024.0,ENERGYCHEM,ELSEVIER,2589-7780,2589-7780,2730.0,21.0,22.0,3.6,4.5,23.8,25.5,23.7,3.36,Q1,3/175,energychem,EnergyChem,5.274,Q1,40.0,Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Energy (miscellaneous) (Q1),Chemistry; Energy; Materials Science
123.0,COORDINATION CHEMISTRY REVIEWS,2024.0,COORDIN CHEM REV,ELSEVIER SCIENCE SA,0010-8545,1873-3840,73051.0,0.0,573.0,3.9,5.1,23.5,22.7,22.4,1.54,Q1,1/42,coordination chemistry reviews,Coord. Chem. Rev.,4.145,Q1,312.0,Inorganic Chemistry (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1),Chemistry; Materials Science
124.0,Light-Science & Applications,2024.0,LIGHT-SCI APPL,SPRINGERNATURE,2095-5545,2047-7538,29813.0,222.0,241.0,3.7,5.7,23.4,23.1,22.7,5.34,Q1,4/125,light science and applications,Light Sci. Appl.,5.187,Q1,153.0,"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)",Materials Science; Physics and Astronomy
125.0,JAMA Internal Medicine,2024.0,JAMA INTERN MED,AMER MEDICAL ASSOC,2168-6106,2168-6114,26042.0,109.0,112.0,5.9,5.8,23.3,22.3,22.7,5.93,Q1,7/332,jama internal medicine,JAMA Intern. Med.,4.363,Q1,390.0,Internal Medicine (Q1),Medicine
126.0,BLOOD,2024.0,BLOOD,ELSEVIER,0006-4971,1528-0020,165822.0,374.0,435.0,10.8,6.9,23.1,19.7,22.1,3.65,Q1,2/98,blood,Blood,5.272,Q1,525.0,Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
127.0,Military Medical Research,2024.0,MILITARY MED RES,BMC,2095-7467,2054-9369,5419.0,31.0,59.0,3.1,5.7,22.9,18.5,22.1,3.1,Q1,8/332,military medical research,Mil. Med. Res.,2.745,Q1,39.0,Medicine (miscellaneous) (Q1),Medicine
128.0,Exploration,2024.0,EXPLORATION-PRC,WILEY,2766-8509,2766-2098,4630.0,28.0,56.0,2.0,5.3,22.5,22.8,22.2,2.05,Q1,5/135,exploration,Exploration,,,,,
129.0,Opto-Electronic Advances,2024.0,OPTO-ELECTRON ADV,"CAS, INST OPTICS & ELECTRONICS, ED OFF OPTO-ELECTRONIC JOURNALS",2096-4579,2097-3993,3642.0,50.0,52.0,2.3,4.8,22.4,15.4,21.6,4.7,Q1,5/125,opto electronic advances,Opto-Electron. Adv.,3.374,Q1,42.0,"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)",Engineering; Materials Science; Physics and Astronomy
130.0,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2024.0,J AM COLL CARDIOL,ELSEVIER SCIENCE INC,0735-1097,1558-3597,117273.0,281.0,308.0,8.0,6.2,22.3,24.2,21.3,5.06,Q1,4/230,journal of the american college of cardiology,J. Am. Coll. Cardiol.,8.762,Q1,493.0,Cardiology and Cardiovascular Medicine (Q1),Medicine
130.0,InfoMat,2024.0,INFOMAT,WILEY,,2567-3165,8210.0,75.0,99.0,3.0,4.4,22.3,21.1,21.9,2.66,Q1,17/460,infomat,InfoMat,5.672,Q1,69.0,"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Surfaces, Coatings and Films (Q1)",Materials Science
132.0,Annual Review of Medicine,2024.0,ANNU REV MED,ANNUAL REVIEWS,0066-4219,1545-326X,7944.0,0.0,34.0,8.4,5.8,22.1,17.6,22.1,2.58,Q1,2/195,annual review of medicine,Annu. Rev. Med.,5.48,Q1,176.0,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine"
133.0,Materials Today,2024.0,MATER TODAY,ELSEVIER SCI LTD,1369-7021,1873-4103,32433.0,168.0,179.0,4.9,5.0,22.0,25.3,21.8,3.63,Q1,18/460,materials today,Mater. Today,5.949,Q1,228.0,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),Engineering; Materials Science; Physics and Astronomy
133.0,ENDOCRINE REVIEWS,2024.0,ENDOCR REV,ENDOCRINE SOC,0163-769X,1945-7189,18260.0,0.0,28.0,10.0,10.4,22.0,29.0,21.8,2.97,Q1,4/191,endocrine reviews,Endocr. Rev.,7.922,Q1,307.0,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine"
135.0,Nature Food,2024.0,NAT FOOD,NATURE PORTFOLIO,,2662-1355,10263.0,146.0,158.0,3.3,5.2,21.9,28.3,21.2,4.29,Q1,1/181,nature food,Nat. Food,4.891,Q1,57.0,Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Food Science (Q1),Agricultural and Biological Sciences
136.0,Nature Reviews Psychology,2024.0,NAT REV PSYCHOL,SPRINGERNATURE,,2731-0574,2378.0,2.0,46.0,2.1,8.9,21.8,21.8,21.4,4.2,Q1,2/221,nature reviews psychology,Nat. Rev. Psychol.,5.549,Q1,17.0,Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1),Psychology
136.0,Advanced Composites and Hybrid Materials,2024.0,ADV COMPOS HYBRID MA,SPRINGERNATURE,2522-0128,2522-0136,13770.0,206.0,252.0,2.1,4.3,21.8,16.8,20.2,3.01,Q1,1/34,advanced composites and hybrid materials,Adv. Compos. Hybrid Mater.,3.623,Q1,70.0,Ceramics and Composites (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Polymers and Plastics (Q1),Materials Science
138.0,DRUG RESISTANCE UPDATES,2024.0,DRUG RESIST UPDATE,CHURCHILL LIVINGSTONE,1368-7646,1532-2084,7075.0,97.0,97.0,4.2,5.3,21.7,23.0,20.6,3.88,Q1,2/352,drug resistance updates,Drug Resist. Update.,4.665,Q1,132.0,Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
139.0,Lancet Planetary Health,2024.0,LANCET PLANET HEALTH,ELSEVIER SCI LTD,,2542-5196,11302.0,76.0,87.0,3.5,5.3,21.6,27.1,21.0,5.0,Q1,4/419,lancet planetary health,Lancet Planet. Heath,,,,,
140.0,JAMA Neurology,2024.0,JAMA NEUROL,AMER MEDICAL ASSOC,2168-6149,2168-6157,23513.0,96.0,106.0,5.1,6.4,21.3,22.4,21.0,6.16,Q1,3/285,jama neurology,JAMA Neurol.,6.194,Q1,272.0,Neurology (clinical) (Q1),Medicine
140.0,Advanced Fiber Materials,2024.0,ADV FIBER MATER,SPRINGERNATURE,2524-7921,2524-793X,6644.0,122.0,135.0,2.3,3.9,21.3,18.3,20.1,3.83,Q1,1/31,advanced fiber materials,Adv. Fiber Mater.,3.398,Q1,43.0,"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Polymers and Plastics (Q1)",Materials Science
140.0,SusMat,2024.0,SUSMAT,WILEY,2766-8479,2692-4552,3288.0,44.0,69.0,2.2,3.7,21.3,21.7,20.6,2.62,Q1,2/102,susmat,SusMat,,,,,
140.0,International Journal of Extreme Manufacturing,2024.0,INT J EXTREME MANUF,IOP Publishing Ltd,2631-8644,2631-7990,4738.0,51.0,106.0,1.9,5.3,21.3,18.5,18.8,2.33,Q1,1/71,international journal of extreme manufacturing,Int. J. Extreme Manuf.,2.654,Q1,37.0,Industrial and Manufacturing Engineering (Q1),Engineering
144.0,INTENSIVE CARE MEDICINE,2024.0,INTENS CARE MED,SPRINGER,0342-4642,1432-1238,30481.0,99.0,133.0,7.5,5.4,21.2,25.7,19.5,4.82,Q1,2/62,intensive care medicine,Intens. Care Med.,6.232,Q1,237.0,Critical Care and Intensive Care Medicine (Q1),Medicine
145.0,Science Bulletin,2024.0,SCI BULL,ELSEVIER,2095-9273,2095-9281,22137.0,225.0,250.0,3.5,5.0,21.1,17.6,20.5,2.95,Q1,6/135,science bulletin,Sci. Bull.,2.807,Q1,148.0,Multidisciplinary (Q1),Multidisciplinary
145.0,Applied Catalysis B-Environment and Energy,2024.0,APPL CATAL B-ENVIRON,ELSEVIER,0926-3373,1873-3883,181789.0,1131.0,1133.0,4.5,3.9,21.1,20.2,19.9,2.88,Q1,1/83,applied catalysis b environment and energy,Appl. Catal. B-Environ.,,,,,
147.0,EUROPEAN RESPIRATORY JOURNAL,2024.0,EUR RESPIR J,EUROPEAN RESPIRATORY SOC JOURNALS LTD,0903-1936,1399-3003,54382.0,169.0,174.0,7.7,5.9,21.0,18.9,19.8,4.52,Q1,2/108,european respiratory journal,Eur. Respir. J.,3.81,Q1,282.0,Medicine (miscellaneous) (Q1); Pulmonary and Respiratory Medicine (Q1),Medicine
148.0,AMERICAN JOURNAL OF BIOETHICS,2024.0,AM J BIOETHICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1526-5161,1536-0075,3984.0,37.0,37.0,4.6,4.7,20.8,14.7,13.7,5.56,Q1,1/77,american journal of bioethics,Am. J. Bioethics,0.967,Q1,71.0,"Health Policy (Q1); Issues, Ethics and Legal Aspects (Q1)",Medicine; Nursing
148.0,Nature Metabolism,2024.0,NAT METAB,NATURE PORTFOLIO,,2522-5812,13659.0,176.0,194.0,3.3,7.6,20.8,23.2,20.4,5.01,Q1,5/191,nature metabolism,Nat. Metab.,7.192,Q1,75.0,"Cell Biology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Physiology (medical) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine"
