JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas,JIF_2024,Quartile_2024,WoS_Index,WoS_Categories,SJR_Year,SJR_Score_2023,SJR_Quartile_2023
55.0,Electrochemical Energy Reviews,2025.0,ELECTROCHEM ENERGY R,SPRINGERNATURE,2520-8489,2520-8136,7934.0,0.0,34.0,3.3,5.4,50.7,34.1,35.7,2.36,Q1,2/44,electrochemical energy reviews,Electrochem. Energy Rev.,8.084,Q1,94.0,Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1),Chemical Engineering; Chemistry; Energy; Materials Science,36.3,Q1,SCIE,ELECTROCHEMISTRY,2025.0,6.791,Q1
57.0,LANCET ONCOLOGY,2025.0,LANCET ONCOL,ELSEVIER SCIENCE INC,1470-2045,1474-5488,77887.0,140.0,168.0,6.7,4.7,33.7,42.0,35.3,8.68,Q1,8/326,lancet oncology,Lancet Oncol.,9.432,Q1,455.0,Oncology (Q1),Medicine,35.9,Q1,SCIE,ONCOLOGY,2025.0,,
58.0,EUROPEAN HEART JOURNAL,2025.0,EUR HEART J,OXFORD UNIV PRESS,0195-668X,1522-9645,104376.0,264.0,340.0,5.7,5.2,45.3,34.4,32.6,8.05,Q1,3/230,european heart journal,Eur. Heart J.,5.326,Q1,385.0,Cardiology and Cardiovascular Medicine (Q1),Medicine,35.6,Q1,SCIE,CARDIAC & CARDIOVASCULAR SYSTEMS,2025.0,4.091,Q1
59.0,Joule,2025.0,JOULE,CELL PRESS,2542-4351,2542-4351,52404.0,146.0,183.0,4.4,4.6,37.1,43.7,34.8,4.0,Q1,3/185,joule,Joule,12.922,Q1,252.0,Energy (miscellaneous) (Q1),Energy,35.4,Q1,SCIE,"CHEMISTRY, PHYSICAL; ENERGY & FUELS; MATERIALS SCIENCE, MULTIDISCIPLINARY",2025.0,11.724,Q1
60.0,Nature Nanotechnology,2025.0,NAT NANOTECHNOL,NATURE PORTFOLIO,1748-3387,1748-3395,87388.0,195.0,208.0,7.1,6.0,37.5,40.4,34.6,5.0,Q1,8/460,nature nanotechnology,Nat. Nanotechnol.,13.056,Q1,467.0,"Atomic and Molecular Physics, and Optics (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)",Chemical Engineering; Engineering; Materials Science; Physics and Astronomy,34.9,Q1,SCIE,"MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",2025.0,14.577,Q1
61.0,Annual Review of Pathology-Mechanisms of Disease,2025.0,ANNU REV PATHOL-MECH,ANNUAL REVIEWS,1553-4006,1553-4014,10383.0,0.0,22.0,6.7,7.4,34.5,39.7,34.4,6.8,Q1,1/90,annual review of pathology mechanisms of disease,Annu. Rev. Pathol.: Pathol. Mech. Dis.,12.06,Q1,162.0,Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1),Agricultural and Biological Sciences; Medicine,34.5,Q1,SCIE,PATHOLOGY,2025.0,11.748,Q1
62.0,Molecular Cancer,2025.0,MOL CANCER,BMC,1476-4598,1476-4598,53231.0,124.0,218.0,4.6,4.9,42.2,35.9,33.3,5.04,Q1,4/319,molecular cancer,Mol. Cancer,9.908,Q1,242.0,Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",33.9,Q1,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY; ONCOLOGY,2025.0,8.222,Q1
63.0,Cancer Discovery,2025.0,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,2159-8274,2159-8290,40579.0,98.0,108.0,5.1,5.8,29.5,33.0,32.8,6.22,Q1,10/326,cancer discovery,Cancer Discov.,7.389,Q1,265.0,Oncology (Q1),Medicine,33.3,Q1,SCIE,ONCOLOGY,2025.0,7.533,Q1
63.0,Annual Review of Immunology,2025.0,ANNU REV IMMUNOL,ANNUAL REVIEWS,0732-0582,1545-3278,20193.0,0.0,25.0,11.5,7.7,39.8,37.7,33.2,3.64,Q1,2/183,annual review of immunology,Annu. Rev. Immunol.,16.066,Q1,349.0,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,33.3,Q1,SCIE,IMMUNOLOGY,2025.0,15.62,Q1
65.0,iMeta,2025.0,IMETA,WILEY,2770-5986,2770-596X,7646.0,50.0,56.0,2.1,5.6,44.4,33.2,32.0,5.37,Q1,2/163,imeta,iMeta,9.121,Q1,45.0,Biotechnology (Q1); Microbiology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",33.2,Q1,SCIE,MICROBIOLOGY,2025.0,3.269,Q1
66.0,Nature Reviews Neurology,2025.0,NAT REV NEUROL,NATURE PORTFOLIO,1759-4758,1759-4766,25085.0,3.0,48.0,6.2,5.5,31.2,43.4,32.8,5.7,Q1,2/285,nature reviews neurology,Nat. Rev. Neurol.,7.083,Q1,244.0,Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1),Medicine; Neuroscience,33.1,Q1,SCIE,CLINICAL NEUROLOGY,2025.0,6.237,Q1
67.0,JOURNAL OF HEPATOLOGY,2025.0,J HEPATOL,ELSEVIER,0168-8278,1600-0641,73177.0,146.0,159.0,5.9,5.6,40.1,28.1,31.7,6.33,Q1,3/147,journal of hepatology,J. Hepatol.,13.097,Q1,338.0,Hepatology (Q1),Medicine,33.0,Q1,SCIE,GASTROENTEROLOGY & HEPATOLOGY,2025.0,9.857,Q1
68.0,Nature Photonics,2025.0,NAT PHOTONICS,NATURE PORTFOLIO,1749-4885,1749-4893,66213.0,150.0,158.0,7.7,6.3,38.1,38.2,32.3,7.47,Q1,1/125,nature photonics,Nat. Photonics,12.491,Q1,429.0,"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)",Materials Science; Physics and Astronomy,32.9,Q1,SCIE,"OPTICS; PHYSICS, APPLIED",2025.0,11.249,Q1
69.0,Lancet Respiratory Medicine,2025.0,LANCET RESP MED,ELSEVIER SCI LTD,2213-2600,,25277.0,58.0,67.0,4.5,5.1,34.7,35.4,32.6,8.78,Q1,1/108,lancet respiratory medicine,Lancet Resp. Med.,7.652,Q1,212.0,Pulmonary and Respiratory Medicine (Q1),Medicine,32.8,Q1,SCIE,CRITICAL CARE MEDICINE; RESPIRATORY SYSTEM,2025.0,,
70.0,Nature Reviews Rheumatology,2025.0,NAT REV RHEUMATOL,NATURE PORTFOLIO,1759-4790,1759-4804,20561.0,10.0,55.0,6.1,5.9,33.7,35.7,32.2,5.44,Q1,1/58,nature reviews rheumatology,Nat. Rev. Rheumatol.,6.768,Q1,214.0,Rheumatology (Q1),Medicine,32.7,Q1,SCIE,RHEUMATOLOGY,2025.0,,
71.0,Annual Review of Astronomy and Astrophysics,2025.0,ANNU REV ASTRON ASTR,ANNUAL REVIEWS,0066-4146,1545-4282,19257.0,0.0,15.0,12.9,9.5,37.3,41.2,32.0,3.72,Q1,1/84,annual review of astronomy and astrophysics,Annu. Rev. Astron. Astrophys.,14.119,Q1,227.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,32.5,Q1,SCIE,ASTRONOMY & ASTROPHYSICS,2025.0,13.67,Q1
72.0,NATURE METHODS,2025.0,NAT METHODS,NATURE PORTFOLIO,1548-7091,1548-7105,142000.0,231.0,238.0,8.4,5.4,28.3,51.7,31.1,7.32,Q1,1/86,nature methods,Nat. Methods,15.624,Q1,432.0,Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",32.1,Q1,SCIE,BIOCHEMICAL RESEARCH METHODS,2025.0,14.796,Q1
72.0,eLight,2025.0,ELIGHT,SPRINGERNATURE,2097-1710,2662-8643,2096.0,18.0,21.0,2.0,6.1,31.4,32.2,31.8,7.17,Q1,2/125,elight,eLight,7.423,Q1,43.0,"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)",Materials Science; Physics and Astronomy,32.1,Q1,SCIE,OPTICS,2025.0,8.65,Q1
74.0,Interdisciplinary Materials,2025.0,INTERD MATER,WILEY,2767-4401,2767-441X,3176.0,34.0,65.0,2.1,4.6,22.5,31.6,30.7,2.72,Q1,9/460,interdisciplinary materials,Interdiscip. Mater.,4.859,Q1,43.0,Materials Science (miscellaneous) (Q1),Materials Science,31.6,Q1,ESCI,"CHEMISTRY, PHYSICAL; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED",2025.0,,
75.0,Annual Review of Organizational Psychology and Organizational Behavior,2025.0,ANNU REV ORGAN PSYCH,ANNUAL REVIEWS,2327-0608,2327-0616,8791.0,3.0,20.0,6.7,10.8,55.9,25.1,30.9,8.92,Q1,1/420,annual review of organizational psychology and organizational behavior,Annu. Rev. Organ. Psych.,16.778,Q1,98.0,Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1),"Business, Management and Accounting; Psychology",31.1,Q1,SSCI,"MANAGEMENT; PSYCHOLOGY, APPLIED",2025.0,7.706,Q1
76.0,LANCET INFECTIOUS DISEASES,2025.0,LANCET INFECT DIS,ELSEVIER SCI LTD,1473-3099,1474-4457,42054.0,120.0,142.0,5.3,4.7,29.4,26.9,30.4,7.53,Q1,1/137,lancet infectious diseases,Lancet Infect. Dis.,5.549,Q1,317.0,Infectious Diseases (Q1),Medicine,31.0,Q1,SCIE,INFECTIOUS DISEASES,2025.0,,
77.0,Cell Metabolism,2025.0,CELL METAB,CELL PRESS,1550-4131,1932-7420,73683.0,118.0,148.0,7.1,7.6,37.0,33.4,30.4,5.71,Q1,3/191,cell metabolism,Cell Metab.,15.978,Q1,391.0,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",30.9,Q1,SCIE,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,2025.0,11.406,Q1
78.0,Energy & Environmental Science,2025.0,ENERG ENVIRON SCI,ROYAL SOC CHEMISTRY,1754-5692,1754-5706,139545.0,630.0,708.0,5.5,3.9,30.5,35.1,29.6,4.49,Q1,2/374,energy and environmental science,Energy Environ. Sci.,9.244,Q1,491.0,"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Environmental Science,30.8,Q1,SCIE,"CHEMISTRY, MULTIDISCIPLINARY; ENERGY & FUELS; ENGINEERING, CHEMICAL; ENVIRONMENTAL SCIENCES",2025.0,10.935,Q1
79.0,Annual Review of Condensed Matter Physics,2025.0,ANNU REV CONDEN MA P,ANNUAL REVIEWS,1947-5454,1947-5462,6578.0,0.0,15.0,6.7,10.7,29.0,28.7,30.7,1.39,Q1,2/79,annual review of condensed matter physics,Annu. Rev. Condens. Matter Phys.,10.044,Q1,102.0,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1),Materials Science; Physics and Astronomy,30.7,Q1,SCIE,"PHYSICS, CONDENSED MATTER",2025.0,9.821,Q1
80.0,Annual Review of Fluid Mechanics,2025.0,ANNU REV FLUID MECH,ANNUAL REVIEWS,0066-4189,1545-4479,20336.0,0.0,23.0,15.7,13.9,26.1,32.6,30.0,3.02,Q1,1/171,annual review of fluid mechanics,Annu. Rev. Fluid Mech.,6.119,Q1,243.0,Condensed Matter Physics (Q1),Physics and Astronomy,30.2,Q1,SCIE,"MECHANICS; PHYSICS, FLUIDS & PLASMAS",2025.0,8.751,Q1
81.0,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,2025.0,PHYS REP,ELSEVIER,0370-1573,1873-6270,41071.0,0.0,54.0,13.9,9.4,27.5,29.3,29.3,2.3,Q1,3/114,physics reports review section of physics letters,Phys. Rep.,5.32,Q1,347.0,Physics and Astronomy (miscellaneous) (Q1),Physics and Astronomy,29.5,Q1,SCIE,"PHYSICS, MULTIDISCIPLINARY",2025.0,,
82.0,Annual Review of Psychology,2025.0,ANNU REV PSYCHOL,ANNUAL REVIEWS,0066-4308,1545-2085,35759.0,0.0,24.0,14.3,8.9,41.8,34.4,29.2,5.37,Q1,1/221,annual review of psychology,Annu. Rev. Psychol.,12.936,Q1,315.0,Psychology (miscellaneous) (Q1),Psychology,29.4,Q1,SCIE,"PSYCHOLOGY; PSYCHOLOGY, MULTIDISCIPLINARY",2025.0,9.438,Q1
83.0,NATURE GENETICS,2025.0,NAT GENET,NATURE PORTFOLIO,1061-4036,1546-1718,114115.0,222.0,236.0,9.5,6.5,25.5,37.4,28.2,9.0,Q1,2/191,nature genetics,Nat. Genet.,15.377,Q1,679.0,Genetics (Q1),"Biochemistry, Genetics and Molecular Biology",29.0,Q1,SCIE,GENETICS & HEREDITY,2025.0,17.3,Q1
84.0,Physiological Reviews,2025.0,PHYSIOL REV,AMER PHYSIOLOGICAL SOC,0031-9333,1522-1210,42535.0,0.0,33.0,11.2,12.0,35.7,47.7,28.5,5.48,Q1,1/87,physiological reviews,Physiol. Rev.,11.493,Q1,417.0,Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",28.7,Q1,SCIE,PHYSIOLOGY,2025.0,10.821,Q1
85.0,Nature Cancer,2025.0,NAT CANCER,NATURE PORTFOLIO,2662-1347,2662-1347,14846.0,143.0,155.0,2.9,6.1,28.0,28.6,28.0,5.36,Q1,11/326,nature cancer,Nat. Cancer,12.443,Q1,102.0,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",28.5,Q1,SCIE,ONCOLOGY,2025.0,11.9,Q1
86.0,ACM COMPUTING SURVEYS,2025.0,ACM COMPUT SURV,ASSOC COMPUTING MACHINERY,0360-0300,1557-7341,48496.0,253.0,318.0,3.6,5.7,30.4,26.3,27.6,7.8,Q1,1/147,acm computing surveys,ACM Comput. Surv.,5.985,Q1,260.0,Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,28.0,Q1,SCIE,"COMPUTER SCIENCE, THEORY & METHODS",2025.0,6.28,Q1
87.0,NATURE IMMUNOLOGY,2025.0,NAT IMMUNOL,NATURE PORTFOLIO,1529-2908,1529-2916,59614.0,254.0,271.0,8.5,6.5,26.5,29.2,27.2,5.37,Q1,3/183,nature immunology,Nat. Immunol.,11.131,Q1,468.0,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,27.6,Q1,SCIE,IMMUNOLOGY,2025.0,11.274,Q1
87.0,Living Reviews in Solar Physics,2025.0,LIVING REV SOL PHYS,SPRINGER INT PUBL AG,2367-3648,1614-4961,2460.0,0.0,1.0,9.6,15.9,29.4,26.1,27.1,3.12,Q1,2/84,living reviews in solar physics,Living Rev. Sol. Phys.,8.871,Q1,79.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,27.6,Q1,SCIE,ASTRONOMY & ASTROPHYSICS,2025.0,7.472,Q1
89.0,Science Robotics,2025.0,SCI ROBOT,AMER ASSOC ADVANCEMENT SCIENCE,2470-9476,2470-9476,17521.0,75.0,80.0,4.6,6.7,25.5,32.9,26.8,5.24,Q1,1/48,science robotics,Sci. Rob.,5.883,Q1,143.0,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1),Computer Science; Engineering; Mathematics,27.5,Q1,SCIE,ROBOTICS,2025.0,6.601,Q1
90.0,Nature Climate Change,2025.0,NAT CLIM CHANGE,NATURE PORTFOLIO,1758-678X,1758-6798,61754.0,217.0,236.0,6.7,5.6,26.9,32.9,26.7,5.83,Q1,1/191,nature climate change,Nat. Clim. Change,7.978,Q1,322.0,Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1),Environmental Science; Social Sciences,27.1,Q1,SCIE,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; METEOROLOGY & ATMOSPHERIC SCIENCES,2025.0,7.724,Q1
90.0,Nature Sustainability,2025.0,NAT SUSTAIN,NATURE PORTFOLIO,2398-9629,2398-9629,32291.0,190.0,210.0,4.1,5.4,32.1,32.8,26.8,5.2,Q1,1/191,nature sustainability,Nat. Sustainability,7.896,Q1,174.0,"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)",Agricultural and Biological Sciences; Energy; Environmental Science; Social Sciences,27.1,Q1,SCIE,ENVIRONMENTAL SCIENCES; ENVIRONMENTAL STUDIES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,2025.0,7.366,Q1
92.0,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,2025.0,INT J INFORM MANAGE,ELSEVIER SCI LTD,0268-4012,1873-4707,25431.0,67.0,68.0,4.6,5.6,31.0,23.0,25.7,6.63,Q1,1/166,international journal of information management,Int. J. Inf. Manage.,5.899,Q1,215.0,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences",27.0,Q1,SSCI,INFORMATION SCIENCE & LIBRARY SCIENCE,2025.0,5.775,Q1
92.0,Wiley Interdisciplinary Reviews-Computational Molecular Science,2025.0,WIRES COMPUT MOL SCI,WILEY,1759-0876,1759-0884,14224.0,3.0,30.0,6.9,7.8,10.9,18.4,26.9,3.1,Q1,1/67,wiley interdisciplinary reviews computational molecular science,Wiley Interdiscip. Rev.: Comput. Mol. Sci.,4.842,Q1,131.0,Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1),"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Materials Science; Mathematics",27.0,Q1,SCIE,"CHEMISTRY, MULTIDISCIPLINARY; MATHEMATICAL & COMPUTATIONAL BIOLOGY",2025.0,3.473,Q1
94.0,ADVANCED MATERIALS,2025.0,ADV MATER,WILEY-V C H VERLAG GMBH,0935-9648,1521-4095,540001.0,2822.0,3224.0,4.6,4.6,29.1,28.9,25.4,3.79,Q1,10/460,advanced materials,Adv. Mater.,8.266,Q1,709.0,Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1),Engineering; Materials Science,26.8,Q1,SCIE,"CHEMISTRY, MULTIDISCIPLINARY; CHEMISTRY, PHYSICAL; MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY; PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER",2025.0,9.191,Q1
94.0,NEW ASTRONOMY REVIEWS,2025.0,NEW ASTRON REV,ELSEVIER SCI LTD,1387-6473,1872-9630,2056.0,9.0,14.0,8.9,7.3,15.2,13.7,26.7,3.02,Q1,3/84,new astronomy reviews,New Astron. Rev.,5.925,Q1,72.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,26.8,Q1,SCIE,ASTRONOMY & ASTROPHYSICS,2025.0,2.95,Q1
94.0,MATERIALS SCIENCE & ENGINEERING R-REPORTS,2025.0,MAT SCI ENG R,ELSEVIER SCIENCE SA,0927-796X,1879-212X,13974.0,25.0,101.0,8.2,4.6,21.1,36.7,26.4,1.98,Q1,10/460,materials science and engineering r reports,Mater. Sci. Eng.: R: Rep.,4.184,Q1,192.0,Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),Engineering; Materials Science; Physics and Astronomy,26.8,Q1,SCIE,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED",2025.0,6.822,Q1
97.0,NATURE REVIEWS NEUROSCIENCE,2025.0,NAT REV NEUROSCI,NATURE PORTFOLIO,1471-003X,1471-0048,54187.0,2.0,49.0,12.2,8.7,29.0,36.7,26.5,4.08,Q1,1/314,nature reviews neuroscience,Nat. Rev. Neurosci.,10.282,Q1,510.0,Neuroscience (miscellaneous) (Q1),Neuroscience,26.7,Q1,SCIE,NEUROSCIENCES,2025.0,7.86,Q1
98.0,Nature Biomedical Engineering,2025.0,NAT BIOMED ENG,NATURE PORTFOLIO,2157-846X,2157-846X,24906.0,129.0,133.0,3.8,6.5,26.3,30.4,26.3,5.36,Q1,2/124,nature biomedical engineering,Nat. Biomed. Eng.,8.997,Q1,166.0,Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Medicine",26.6,Q1,SCIE,"ENGINEERING, BIOMEDICAL",2025.0,7.951,Q1
99.0,ASTRONOMY AND ASTROPHYSICS REVIEW,2025.0,ASTRON ASTROPHYS REV,SPRINGER,0935-4956,1432-0754,3674.0,0.0,7.0,8.6,12.8,20.1,34.5,26.5,3.42,Q1,4/84,astronomy and astrophysics review,Astron. Astrophys. Rev.,9.3,Q1,89.0,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),Earth and Planetary Sciences; Physics and Astronomy,26.5,Q1,SCIE,ASTRONOMY & ASTROPHYSICS,2025.0,9.664,Q1
99.0,Annual Review of Plant Biology,2025.0,ANNU REV PLANT BIOL,ANNUAL REVIEWS,1543-5008,1545-2123,25778.0,0.0,29.0,14.4,8.3,26.4,30.5,26.3,2.75,Q1,1/273,annual review of plant biology,Annu. Rev. Plant Biol.,9.949,Q1,320.0,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",26.5,Q1,SCIE,PLANT SCIENCES,2025.0,7.555,Q1
101.0,Immunity,2025.0,IMMUNITY,CELL PRESS,1074-7613,1097-4180,80786.0,142.0,169.0,8.2,7.4,30.6,33.2,25.7,5.1,Q1,4/183,immunity,Immunity,16.481,Q1,498.0,Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1),Immunology and Microbiology; Medicine,26.3,Q1,SCIE,IMMUNOLOGY,2025.0,13.578,Q1
102.0,PROGRESS IN POLYMER SCIENCE,2025.0,PROG POLYM SCI,PERGAMON-ELSEVIER SCIENCE LTD,0079-6700,1873-1619,30170.0,0.0,45.0,10.2,6.2,32.8,31.6,25.8,2.17,Q1,1/94,progress in polymer science,Prog. Polym. Sci.,6.25,Q1,358.0,Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1),Chemistry; Materials Science; Physics and Astronomy,26.1,Q1,SCIE,POLYMER SCIENCE,2025.0,6.211,Q1
103.0,Advanced Energy Materials,2025.0,ADV ENERGY MATER,WILEY-V C H VERLAG GMBH,1614-6832,1614-6840,174452.0,1061.0,1204.0,4.3,4.1,25.5,26.8,24.9,3.51,Q1,5/182,advanced energy materials,Adv. Energy Mater.,7.677,Q1,388.0,"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Materials Science,26.0,Q1,SCIE,"CHEMISTRY, PHYSICAL; ENERGY & FUELS; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED; PHYSICS, CONDENSED MATTER",2025.0,8.748,Q1
104.0,PROCEEDINGS OF THE IEEE,2025.0,P IEEE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9219,1558-2256,47784.0,58.0,61.0,13.3,4.8,30.9,25.0,25.6,6.0,Q1,2/366,proceedings of the ieee,Proc. IEEE,5.561,Q1,352.0,Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering,25.9,Q1,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC",2025.0,6.085,Q1
104.0,CELL RESEARCH,2025.0,CELL RES,SPRINGERNATURE,1001-0602,1748-7838,30501.0,81.0,84.0,7.3,7.4,31.1,36.6,25.7,3.09,Q1,7/204,cell research,Cell Res.,6.865,Q1,244.0,Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",25.9,Q1,SCIE,CELL BIOLOGY,2025.0,9.506,Q1
106.0,GUT,2025.0,GUT,BMJ PUBLISHING GROUP,0017-5749,1468-3288,66773.0,151.0,172.0,7.2,5.6,24.6,25.3,25.0,5.51,Q1,4/147,gut,Gut,8.772,Q1,385.0,Gastroenterology (Q1),Medicine,25.8,Q1,SCIE,GASTROENTEROLOGY & HEPATOLOGY,2025.0,8.052,Q1
107.0,Innovation,2025.0,INNOVATION-AMSTERDAM,CELL PRESS,2666-6758,2666-6758,13607.0,50.0,58.0,3.2,4.7,39.5,40.2,24.6,5.02,Q1,4/135,innovation,Innovation,3.764,Q1,73.0,Multidisciplinary (Q1),Multidisciplinary,25.7,Q1,ESCI,MULTIDISCIPLINARY SCIENCES,2025.0,7.268,Q1
108.0,Foundations and Trends in Machine Learning,2025.0,FOUND TRENDS MACH LE,NOW PUBLISHERS INC,1935-8237,1935-8245,5119.0,6.0,6.0,6.7,7.8,36.6,89.0,25.2,11.13,Q1,1/204,foundations and trends in machine learning,Found. Trends Mach. Learn.,5.923,Q1,45.0,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science,25.4,Q1,ESCI,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2025.0,37.044,Q1
109.0,EUROPEAN UROLOGY,2025.0,EUR UROL,ELSEVIER,0302-2838,1873-7560,38364.0,79.0,93.0,7.4,5.1,29.1,22.0,24.6,7.04,Q1,3/133,european urology,Eur. Urol.,8.715,Q1,288.0,Urology (Q1),Medicine,25.2,Q1,SCIE,UROLOGY & NEPHROLOGY,2025.0,6.928,Q1
109.0,Lancet Public Health,2025.0,LANCET PUBLIC HEALTH,ELSEVIER SCI LTD,2468-2667,2468-2667,17385.0,81.0,89.0,3.9,5.1,26.5,29.8,24.9,6.6,Q1,3/419,lancet public health,Lancet Public Health,8.25,Q1,123.0,"Public Health, Environmental and Occupational Health (Q1)",Medicine,25.2,Q1,"SCIE, SSCI","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2025.0,,
111.0,Gastroenterology,2025.0,GASTROENTEROLOGY,W B SAUNDERS CO-ELSEVIER INC,0016-5085,1528-0012,93386.0,140.0,152.0,8.6,6.3,29.7,26.9,24.5,5.48,Q1,5/147,gastroenterology,Gastroenterology,6.688,Q1,501.0,Gastroenterology (Q1); Hepatology (Q1),Medicine,25.1,Q1,SCIE,GASTROENTEROLOGY & HEPATOLOGY,2025.0,7.362,Q1
